observation_date,PAYEMS,CE16OV,INDPRO,CMRMT,PCEC96,W875RX1
1919-01-01,,,4.8665,,,
1919-02-01,,,4.6514,,,
1919-03-01,,,4.517,,,
1919-04-01,,,4.5976,,,
1919-05-01,,,4.6245,,,
1919-06-01,,,4.9203,,,
1919-07-01,,,5.216,,,
1919-08-01,,,5.2967,,,
1919-09-01,,,5.1891,,,
1919-10-01,,,5.1354,,,
1919-11-01,,,5.0547,,,
1919-12-01,,,5.1354,,,
1920-01-01,,,5.6193,,,
1920-02-01,,,5.6193,,,
1920-03-01,,,5.5118,,,
1920-04-01,,,5.216,,,
1920-05-01,,,5.3505,,,
1920-06-01,,,5.4042,,,
1920-07-01,,,5.2698,,,
1920-08-01,,,5.2967,,,
1920-09-01,,,5.1085,,,
1920-10-01,,,4.8934,,,
1920-11-01,,,4.4901,,,
1920-12-01,,,4.2212,,,
1921-01-01,,,3.9792,,,
1921-02-01,,,3.8986,,,
1921-03-01,,,3.791,,,
1921-04-01,,,3.791,,,
1921-05-01,,,3.8986,,,
1921-06-01,,,3.8717,,,
1921-07-01,,,3.8448,,,
1921-08-01,,,3.9792,,,
1921-09-01,,,4.0061,,,
1921-10-01,,,4.2481,,,
1921-11-01,,,4.1943,,,
1921-12-01,,,4.1674,,,
1922-01-01,,,4.3288,,,
1922-02-01,,,4.517,,,
1922-03-01,,,4.7589,,,
1922-04-01,,,4.5976,,,
1922-05-01,,,4.8396,,,
1922-06-01,,,5.0816,,,
1922-07-01,,,5.0816,,,
1922-08-01,,,4.974,,,
1922-09-01,,,5.2429,,,
1922-10-01,,,5.5387,,,
1922-11-01,,,5.7806,,,
1922-12-01,,,5.942,,,
1923-01-01,,,5.8075,,,
1923-02-01,,,5.8882,,,
1923-03-01,,,6.0764,,,
1923-04-01,,,6.2108,,,
1923-05-01,,,6.2915,,,
1923-06-01,,,6.2377,,,
1923-07-01,,,6.1839,,,
1923-08-01,,,6.0764,,,
1923-09-01,,,5.942,,,
1923-10-01,,,5.9151,,,
1923-11-01,,,5.9151,,,
1923-12-01,,,5.7806,,,
1924-01-01,,,5.9151,,,
1924-02-01,,,6.0226,,,
1924-03-01,,,5.9151,,,
1924-04-01,,,5.7269,,,
1924-05-01,,,5.4849,,,
1924-06-01,,,5.2429,,,
1924-07-01,,,5.1622,,,
1924-08-01,,,5.3505,,,
1924-09-01,,,5.5387,,,
1924-10-01,,,5.6731,,,
1924-11-01,,,5.7806,,,
1924-12-01,,,5.942,,,
1925-01-01,,,6.1302,,,
1925-02-01,,,6.1302,,,
1925-03-01,,,6.1302,,,
1925-04-01,,,6.1839,,,
1925-05-01,,,6.1571,,,
1925-06-01,,,6.1033,,,
1925-07-01,,,6.2646,,,
1925-08-01,,,6.1571,,,
1925-09-01,,,6.0764,,,
1925-10-01,,,6.3184,,,
1925-11-01,,,6.4528,,,
1925-12-01,,,6.5335,,,
1926-01-01,,,6.4259,,,
1926-02-01,,,6.4259,,,
1926-03-01,,,6.5066,,,
1926-04-01,,,6.5066,,,
1926-05-01,,,6.4528,,,
1926-06-01,,,6.5335,,,
1926-07-01,,,6.5604,,,
1926-08-01,,,6.641,,,
1926-09-01,,,6.7486,,,
1926-10-01,,,6.7486,,,
1926-11-01,,,6.7217,,,
1926-12-01,,,6.6948,,,
1927-01-01,,,6.6679,,,
1927-02-01,,,6.7217,,,
1927-03-01,,,6.8023,,,
1927-04-01,,,6.641,,,
1927-05-01,,,6.6948,,,
1927-06-01,,,6.6679,,,
1927-07-01,,,6.5872,,,
1927-08-01,,,6.5872,,,
1927-09-01,,,6.4797,,,
1927-10-01,,,6.3453,,,
1927-11-01,,,6.3453,,,
1927-12-01,,,6.3722,,,
1928-01-01,,,6.5066,,,
1928-02-01,,,6.5604,,,
1928-03-01,,,6.6141,,,
1928-04-01,,,6.5872,,,
1928-05-01,,,6.6679,,,
1928-06-01,,,6.7217,,,
1928-07-01,,,6.8023,,,
1928-08-01,,,6.9368,,,
1928-09-01,,,6.9905,,,
1928-10-01,,,7.125,,,
1928-11-01,,,7.2594,,,
1928-12-01,,,7.3938,,,
1929-01-01,,,7.5014,,,
1929-02-01,,,7.4745,,,
1929-03-01,,,7.5014,,,
1929-04-01,,,7.6358,,,
1929-05-01,,,7.7703,,,
1929-06-01,,,7.824,,,
1929-07-01,,,7.9316,,,
1929-08-01,,,7.8509,,,
1929-09-01,,,7.7972,,,
1929-10-01,,,7.6627,,,
1929-11-01,,,7.2863,,,
1929-12-01,,,6.9637,,,
1930-01-01,,,6.9637,,,
1930-02-01,,,6.9368,,,
1930-03-01,,,6.8292,,,
1930-04-01,,,6.7755,,,
1930-05-01,,,6.6679,,,
1930-06-01,,,6.4797,,,
1930-07-01,,,6.1839,,,
1930-08-01,,,6.0495,,,
1930-09-01,,,5.942,,,
1930-10-01,,,5.7806,,,
1930-11-01,,,5.6462,,,
1930-12-01,,,5.5118,,,
1931-01-01,,,5.4849,,,
1931-02-01,,,5.5118,,,
1931-03-01,,,5.6193,,,
1931-04-01,,,5.6462,,,
1931-05-01,,,5.5656,,,
1931-06-01,,,5.4311,,,
1931-07-01,,,5.3505,,,
1931-08-01,,,5.1622,,,
1931-09-01,,,4.9203,,,
1931-10-01,,,4.7321,,,
1931-11-01,,,4.6783,,,
1931-12-01,,,4.6514,,,
1932-01-01,,,4.517,,,
1932-02-01,,,4.4094,,,
1932-03-01,,,4.3556,,,
1932-04-01,,,4.0599,,,
1932-05-01,,,3.9255,,,
1932-06-01,,,3.791,,,
1932-07-01,,,3.6835,,,
1932-08-01,,,3.791,,,
1932-09-01,,,4.033,,,
1932-10-01,,,4.1674,,,
1932-11-01,,,4.1674,,,
1932-12-01,,,4.0868,,,
1933-01-01,,,4.0061,,,
1933-02-01,,,4.033,,,
1933-03-01,,,3.791,,,
1933-04-01,,,4.0599,,,
1933-05-01,,,4.7321,,,
1933-06-01,,,5.458,,,
1933-07-01,,,5.9688,,,
1933-08-01,,,5.7269,,,
1933-09-01,,,5.4042,,,
1933-10-01,,,5.1354,,,
1933-11-01,,,4.8396,,,
1933-12-01,,,4.8665,,,
1934-01-01,,,5.0278,,,
1934-02-01,,,5.2698,,,
1934-03-01,,,5.5118,,,
1934-04-01,,,5.5118,,,
1934-05-01,,,5.6193,,,
1934-06-01,,,5.5118,,,
1934-07-01,,,5.1354,,,
1934-08-01,,,5.0816,,,
1934-09-01,,,4.7858,,,
1934-10-01,,,5.0009,,,
1934-11-01,,,5.0547,,,
1934-12-01,,,5.3773,,,
1935-01-01,,,5.8075,,,
1935-02-01,,,5.9151,,,
1935-03-01,,,5.8882,,,
1935-04-01,,,5.7806,,,
1935-05-01,,,5.7806,,,
1935-06-01,,,5.8613,,,
1935-07-01,,,5.8613,,,
1935-08-01,,,6.0764,,,
1935-09-01,,,6.2377,,,
1935-10-01,,,6.4259,,,
1935-11-01,,,6.5604,,,
1935-12-01,,,6.641,,,
1936-01-01,,,6.5335,,,
1936-02-01,,,6.3722,,,
1936-03-01,,,6.4528,,,
1936-04-01,,,6.8561,,,
1936-05-01,,,6.9905,,,
1936-06-01,,,7.125,,,
1936-07-01,,,7.2594,,,
1936-08-01,,,7.367,,,
1936-09-01,,,7.5014,,,
1936-10-01,,,7.6089,,,
1936-11-01,,,7.824,,,
1936-12-01,,,8.066,,,
1937-01-01,,,8.0391,,,
1937-02-01,,,8.1467,,,
1937-03-01,,,8.3349,,,
1937-04-01,,,8.3349,,,
1937-05-01,,,8.3618,,,
1937-06-01,,,8.2542,,,
1937-07-01,,,8.308,,,
1937-08-01,,,8.2542,,,
1937-09-01,,,7.9854,,,
1937-10-01,,,7.3938,,,
1937-11-01,,,6.6679,,,
1937-12-01,,,6.0764,,,
1938-01-01,,,5.942,,,
1938-02-01,,,5.8882,,,
1938-03-01,,,5.8882,,,
1938-04-01,,,5.7806,,,
1938-05-01,,,5.6462,,,
1938-06-01,,,5.7,,,
1938-07-01,,,6.0226,,,
1938-08-01,,,6.3453,,,
1938-09-01,,,6.5335,,,
1938-10-01,,,6.6948,,,
1938-11-01,,,6.9637,,,
1938-12-01,,,7.0443,,,
1939-01-01,29923.0,,7.0443,,,
1939-02-01,30100.0,,7.0981,,,
1939-03-01,30280.0,,7.125,,,
1939-04-01,30094.0,,7.0981,,,
1939-05-01,30299.0,,7.0712,,,
1939-06-01,30502.0,,7.2325,,,
1939-07-01,30419.0,,7.4476,,,
1939-08-01,30663.0,,7.5552,,,
1939-09-01,31031.0,,8.0122,,,
1939-10-01,31411.0,,8.4155,,,
1939-11-01,31470.0,,8.6306,,,
1939-12-01,31542.0,,8.6306,,,
1940-01-01,31603.0,,8.5231,,,
1940-02-01,31715.0,,8.2542,,,
1940-03-01,31825.0,,8.066,,,
1940-04-01,31701.0,,8.2273,,,
1940-05-01,31879.0,,8.4693,,,
1940-06-01,31977.0,,8.7382,,,
1940-07-01,31942.0,,8.8457,,,
1940-08-01,32352.0,,8.8995,,,
1940-09-01,32810.0,,9.0877,,,
1940-10-01,33267.0,,9.2221,,,
1940-11-01,33669.0,,9.4372,,,
1940-12-01,34174.0,,9.7599,,,
1941-01-01,34481.0,,10.0019,,,
1941-02-01,34843.0,,10.2976,,,
1941-03-01,35092.0,,10.6203,,,
1941-04-01,35468.0,,10.6471,,,
1941-05-01,36182.0,,11.1311,,,
1941-06-01,36650.0,,11.2118,,,
1941-07-01,37137.0,,11.3462,,,
1941-08-01,37544.0,,11.4806,,,
1941-09-01,37835.0,,11.4806,,,
1941-10-01,37949.0,,11.5882,,,
1941-11-01,38024.0,,11.642,,,
1941-12-01,38104.0,,11.8302,,,
1942-01-01,38347.0,,12.0721,,,
1942-02-01,38512.0,,12.2872,,,
1942-03-01,38935.0,,12.4217,,,
1942-04-01,39352.0,,12.0721,,,
1942-05-01,39771.0,,12.099,,,
1942-06-01,40029.0,,12.1259,,,
1942-07-01,40472.0,,12.4217,,,
1942-08-01,40988.0,,12.7981,,,
1942-09-01,41259.0,,13.0938,,,
1942-10-01,41515.0,,13.524,,,
1942-11-01,41674.0,,13.8467,,,
1942-12-01,41915.0,,14.1693,,,
1943-01-01,42172.0,,14.3037,,,
1943-02-01,42393.0,,14.6801,,,
1943-03-01,42552.0,,14.7877,,,
1943-04-01,42647.0,,14.9759,,,
1943-05-01,42596.0,,15.0834,,,
1943-06-01,42781.0,,15.0028,,,
1943-07-01,42700.0,,15.4599,,,
1943-08-01,42546.0,,15.7825,,,
1943-09-01,42492.0,,16.1858,,,
1943-10-01,42675.0,,16.4278,,,
1943-11-01,42821.0,,16.6429,,,
1943-12-01,42746.0,,16.4278,,,
1944-01-01,42654.0,,16.616,,,
1944-02-01,42538.0,,16.7504,,,
1944-03-01,42294.0,,16.7235,,,
1944-04-01,42063.0,,16.7235,,,
1944-05-01,41985.0,,16.616,,,
1944-06-01,41947.0,,16.5622,,,
1944-07-01,41904.0,,16.5353,,,
1944-08-01,41850.0,,16.7504,,,
1944-09-01,41679.0,,16.6429,,,
1944-10-01,41708.0,,16.6967,,,
1944-11-01,41711.0,,16.5622,,,
1944-12-01,41860.0,,16.5084,,,
1945-01-01,41895.0,,16.3471,,,
1945-02-01,41897.0,,16.2934,,,
1945-03-01,41798.0,,16.1858,,,
1945-04-01,41446.0,,15.8901,,,
1945-05-01,41304.0,,15.4599,,,
1945-06-01,41149.0,,15.1103,,,
1945-07-01,40874.0,,14.7608,,,
1945-08-01,40466.0,,13.2283,,,
1945-09-01,38507.0,,12.0453,,,
1945-10-01,38600.0,,11.5613,,,
1945-11-01,38996.0,,11.9915,,,
1945-12-01,39110.0,,12.0453,,,
1946-01-01,39829.0,,11.3731,,,
1946-02-01,39244.0,,10.8085,,,
1946-03-01,40195.0,,11.9377,,,
1946-04-01,40913.0,,11.7226,,,
1946-05-01,41349.0,,11.2924,,,
1946-06-01,41735.0,,11.9915,,,
1946-07-01,42153.0,,12.3948,,,
1946-08-01,42642.0,,12.8519,,,
1946-09-01,42915.0,,13.0938,,,
1946-10-01,43093.0,,13.3358,,,
1946-11-01,43395.0,,13.4165,,,
1946-12-01,43379.0,,13.4971,,,
1947-01-01,43535.0,,13.6585,,,
1947-02-01,43557.0,,13.7391,,,
1947-03-01,43607.0,,13.8198,,,
1947-04-01,43499.0,,13.7122,,,
1947-05-01,43638.0,,13.766,,,
1947-06-01,43810.0,,13.766,,,
1947-07-01,43743.0,,13.6853,,,
1947-08-01,43960.0,,13.766,,,
1947-09-01,44203.0,,13.8736,,,
1947-10-01,44411.0,,14.008,,,
1947-11-01,44484.0,,14.1962,,,
1947-12-01,44581.0,,14.25,,,
1948-01-01,44679.0,58061.0,14.3306,,,
1948-02-01,44533.0,58196.0,14.3575,,,
1948-03-01,44683.0,57671.0,14.1962,,,
1948-04-01,44379.0,58291.0,14.2231,,,
1948-05-01,44796.0,57854.0,14.4651,,,
1948-06-01,45034.0,58743.0,14.6533,,,
1948-07-01,45160.0,58968.0,14.6533,,,
1948-08-01,45178.0,58456.0,14.5995,,,
1948-09-01,45294.0,58513.0,14.4919,,,
1948-10-01,45245.0,58387.0,14.5995,,,
1948-11-01,45192.0,58417.0,14.4113,,,
1948-12-01,45032.0,58740.0,14.2768,,,
1949-01-01,44668.0,58175.0,14.1424,,,
1949-02-01,44497.0,58208.0,14.008,,,
1949-03-01,44240.0,58043.0,13.7391,,,
1949-04-01,44236.0,57747.0,13.6585,,,
1949-05-01,43984.0,57552.0,13.4702,,,
1949-06-01,43739.0,57172.0,13.4434,,,
1949-07-01,43531.0,57190.0,13.4165,,,
1949-08-01,43624.0,57397.0,13.5509,,,
1949-09-01,43780.0,57584.0,13.6854,,,
1949-10-01,42942.0,57269.0,13.1745,,,
1949-11-01,43242.0,58009.0,13.524,,,
1949-12-01,43522.0,57845.0,13.766,,,
1950-01-01,43526.0,57635.0,14.008,,,
1950-02-01,43297.0,57751.0,14.0618,,,
1950-03-01,43954.0,57728.0,14.5188,,,
1950-04-01,44382.0,58583.0,15.0028,,,
1950-05-01,44718.0,58649.0,15.3523,,,
1950-06-01,45083.0,59052.0,15.8094,,,
1950-07-01,45454.0,59001.0,16.3202,,,
1950-08-01,46192.0,59797.0,16.8311,,,
1950-09-01,46438.0,59575.0,16.7235,,,
1950-10-01,46706.0,59803.0,16.8311,,,
1950-11-01,46776.0,59697.0,16.8042,,,
1950-12-01,46861.0,59429.0,17.1,,,
1951-01-01,47288.0,59636.0,17.1537,,,
1951-02-01,47577.0,59661.0,17.2613,,,
1951-03-01,47873.0,60401.0,17.3419,,,
1951-04-01,47861.0,59889.0,17.3688,,,
1951-05-01,47952.0,60188.0,17.3151,,,
1951-06-01,48064.0,59620.0,17.2344,,,
1951-07-01,48061.0,60156.0,16.9655,,,
1951-08-01,48012.0,59994.0,16.8042,,,
1951-09-01,47954.0,59713.0,16.9118,,,
1951-10-01,48006.0,60010.0,16.8849,,,
1951-11-01,48147.0,59836.0,17.0193,,,
1951-12-01,48314.0,60497.0,17.1268,,,
1952-01-01,48296.0,60460.0,17.315,,,
1952-02-01,48522.0,60462.0,17.4226,,,
1952-03-01,48504.0,59908.0,17.4764,,,
1952-04-01,48620.0,59909.0,17.315,,,
1952-05-01,48642.0,60195.0,17.1537,,,
1952-06-01,48282.0,60219.0,16.9924,,,
1952-07-01,48143.0,59971.0,16.7235,,,
1952-08-01,48924.0,59790.0,17.799,,,
1952-09-01,49320.0,60521.0,18.4443,,,
1952-10-01,49597.0,60132.0,18.6325,,,
1952-11-01,49816.0,60748.0,19.0089,,,
1952-12-01,50166.0,60954.0,19.1164,,,
1953-01-01,50144.0,61600.0,19.1702,,,
1953-02-01,50339.0,61884.0,19.2778,,,
1953-03-01,50473.0,62010.0,19.4391,,,
1953-04-01,50435.0,61444.0,19.5198,,,
1953-05-01,50490.0,61019.0,19.6273,,,
1953-06-01,50519.0,61456.0,19.5466,,,
1953-07-01,50536.0,61397.0,19.7886,,,
1953-08-01,50489.0,61151.0,19.6811,,,
1953-09-01,50368.0,60906.0,19.2778,,,
1953-10-01,50240.0,60893.0,19.1165,,,
1953-11-01,49908.0,60738.0,18.6594,,,
1953-12-01,49703.0,59977.0,18.2023,,,
1954-01-01,49469.0,60024.0,18.0679,,,
1954-02-01,49382.0,60663.0,18.1217,,,
1954-03-01,49157.0,60186.0,18.0141,,,
1954-04-01,49179.0,60185.0,17.9066,,,
1954-05-01,48965.0,59908.0,18.0141,,,
1954-06-01,48895.0,59792.0,18.0679,,,
1954-07-01,48835.0,59643.0,18.0948,,,
1954-08-01,48826.0,59853.0,18.0679,,,
1954-09-01,48886.0,60282.0,18.0948,,,
1954-10-01,48942.0,60270.0,18.3099,,,
1954-11-01,49180.0,60357.0,18.6056,,,
1954-12-01,49331.0,60116.0,18.8476,,,
1955-01-01,49496.0,60753.0,19.2778,,,
1955-02-01,49644.0,60727.0,19.5198,,,
1955-03-01,49962.0,60964.0,19.9768,,,
1955-04-01,50248.0,61515.0,20.2188,,,
1955-05-01,50512.0,61634.0,20.5414,,,
1955-06-01,50790.0,61781.0,20.5684,,,
1955-07-01,50987.0,62513.0,20.7297,,,
1955-08-01,51111.0,62797.0,20.7028,,,
1955-09-01,51266.0,62950.0,20.8372,,,
1955-10-01,51429.0,62991.0,21.1867,,,
1955-11-01,51592.0,63257.0,21.2405,,,
1955-12-01,51805.0,63684.0,21.3212,,,
1956-01-01,51975.0,63753.0,21.4556,,,
1956-02-01,52167.0,63518.0,21.2674,,,
1956-03-01,52294.0,63411.0,21.2674,,,
1956-04-01,52375.0,63614.0,21.4287,,,
1956-05-01,52506.0,63861.0,21.2405,,,
1956-06-01,52586.0,63820.0,21.0523,,,
1956-07-01,51955.0,63800.0,20.407,,,
1956-08-01,52631.0,63972.0,21.2405,,,
1956-09-01,52604.0,64079.0,21.7245,,,
1956-10-01,52777.0,63975.0,21.9127,,,
1956-11-01,52821.0,63796.0,21.7245,,,
1956-12-01,52929.0,63910.0,22.0471,,,
1957-01-01,52887.0,63632.0,21.9665,,,
1957-02-01,53097.0,64257.0,22.1816,,,
1957-03-01,53156.0,64404.0,22.1547,,,
1957-04-01,53238.0,64047.0,21.8589,,,
1957-05-01,53150.0,63985.0,21.7782,,,
1957-06-01,53067.0,64196.0,21.832,,,
1957-07-01,53123.0,64540.0,21.9665,,,
1957-08-01,53128.0,63959.0,21.9665,,,
1957-09-01,52934.0,64121.0,21.7783,,,
1957-10-01,52763.0,64046.0,21.4556,,,
1957-11-01,52558.0,63669.0,20.9448,,,
1957-12-01,52384.0,63922.0,20.5414,,,
1958-01-01,52076.0,63220.0,20.165,,,
1958-02-01,51576.0,62898.0,19.7349,,,
1958-03-01,51299.0,62731.0,19.4929,,,
1958-04-01,51027.0,62631.0,19.1702,,,
1958-05-01,50914.0,62874.0,19.3584,,,
1958-06-01,50914.0,62730.0,19.8693,,,
1958-07-01,51039.0,62745.0,20.165,,,
1958-08-01,51233.0,63012.0,20.5683,,,
1958-09-01,51506.0,63181.0,20.7566,,,
1958-10-01,51485.0,63475.0,20.9985,,,
1958-11-01,51944.0,63470.0,21.6169,,,
1958-12-01,52085.0,63549.0,21.6438,,,
1959-01-01,52478.0,63868.0,21.9665,,,2426.0
1959-02-01,52688.0,63684.0,22.3966,,,2434.8
1959-03-01,53014.0,64267.0,22.7193,,,2452.7
1959-04-01,53321.0,64768.0,23.2032,,,2470.0
1959-05-01,53550.0,64699.0,23.5528,,,2486.4
1959-06-01,53681.0,64849.0,23.5797,,,2493.9
1959-07-01,53804.0,65011.0,23.015,,,2492.0
1959-08-01,53336.0,64844.0,22.2353,,,2477.7
1959-09-01,53428.0,64770.0,22.2084,,,2477.7
1959-10-01,53358.0,64911.0,22.0471,,,2480.6
1959-11-01,53634.0,64530.0,22.1816,,,2497.2
1959-12-01,54174.0,65341.0,23.5528,,,2525.8
1960-01-01,54274.0,65347.0,24.1712,,,2537.6
1960-02-01,54513.0,65620.0,23.9561,,,2539.9
1960-03-01,54454.0,64673.0,23.741,,,2542.2
1960-04-01,54813.0,65959.0,23.5528,,,2551.4
1960-05-01,54475.0,66057.0,23.5259,,,2557.6
1960-06-01,54348.0,66168.0,23.2301,,,2557.0
1960-07-01,54306.0,65909.0,23.1495,,,2561.9
1960-08-01,54272.0,65895.0,23.1226,,,2555.4
1960-09-01,54227.0,66267.0,22.8806,,,2556.1
1960-10-01,54142.0,65632.0,22.8537,,,2564.1
1960-11-01,53961.0,66109.0,22.5311,,,2549.4
1960-12-01,53742.0,65778.0,22.1009,,,2534.5
1961-01-01,53683.0,65776.0,22.1278,,,2556.6
1961-02-01,53557.0,65588.0,22.1009,,,2556.8
1961-03-01,53659.0,65850.0,22.2353,,,2569.4
1961-04-01,53627.0,65374.0,22.6924,,,2578.3
1961-05-01,53786.0,65449.0,23.0419,,,2593.7
1961-06-01,53977.0,65993.0,23.3646,,,2614.5
1961-07-01,54123.0,65608.0,23.6334,,,2620.7
1961-08-01,54298.0,65852.0,23.8485,,,2631.9
1961-09-01,54388.0,65541.0,23.8217,,,2637.0
1961-10-01,54522.0,65919.0,24.2787,,,2665.2
1961-11-01,54742.0,66081.0,24.6551,,,2689.7
1961-12-01,54872.0,65900.0,24.8702,,,2704.5
1962-01-01,54891.0,66108.0,24.6551,,,2700.8
1962-02-01,55188.0,66538.0,25.0584,,,2713.9
1962-03-01,55275.0,66493.0,25.1929,,,2731.9
1962-04-01,55602.0,66372.0,25.2466,,,2749.0
1962-05-01,55628.0,66688.0,25.2197,,,2752.9
1962-06-01,55644.0,66670.0,25.166,,,2756.3
1962-07-01,55746.0,66483.0,25.4079,,,2769.4
1962-08-01,55838.0,66968.0,25.4348,,,2772.5
1962-09-01,55978.0,67192.0,25.5962,,,2775.8
1962-10-01,56041.0,67114.0,25.6231,,,2785.0
1962-11-01,56056.0,66847.0,25.7306,,,2798.3
1962-12-01,56028.0,66947.0,25.7306,,,2813.0
1963-01-01,56115.0,67072.0,25.9188,,,2806.3
1963-02-01,56230.0,67024.0,26.2146,,,2813.7
1963-03-01,56320.0,67351.0,26.3759,,,2826.3
1963-04-01,56580.0,67642.0,26.6179,,,2834.3
1963-05-01,56616.0,67615.0,26.9405,,,2846.3
1963-06-01,56659.0,67649.0,27.0212,,,2861.0
1963-07-01,56794.0,67905.0,26.9136,,,2862.7
1963-08-01,56910.0,67908.0,26.9674,,,2872.9
1963-09-01,57078.0,68174.0,27.2362,,,2893.0
1963-10-01,57283.0,68294.0,27.4245,,,2908.9
1963-11-01,57255.0,68267.0,27.5589,,,2915.8
1963-12-01,57361.0,68213.0,27.5051,,,2936.6
1964-01-01,57487.0,68327.0,27.7471,,,2936.3
1964-02-01,57753.0,68751.0,27.9353,,,2962.7
1964-03-01,57897.0,68763.0,27.9353,,,2977.8
1964-04-01,57922.0,69356.0,28.3924,,,2996.0
1964-05-01,58089.0,69631.0,28.5537,,,3014.9
1964-06-01,58219.0,69218.0,28.6344,,,3026.6
1964-07-01,58412.0,69399.0,28.8226,,,3043.0
1964-08-01,58619.0,69463.0,29.0108,,,3061.5
1964-09-01,58903.0,69578.0,29.1183,,,3074.4
1964-10-01,58793.0,69582.0,28.715,,,3076.4
1964-11-01,59218.0,69735.0,29.6023,,,3099.1
1964-12-01,59421.0,69814.0,29.9518,,,3128.9
1965-01-01,59582.0,69997.0,30.2744,,,3134.5
1965-02-01,59800.0,70127.0,30.4627,,,3151.6
1965-03-01,60003.0,70439.0,30.866,,,3167.2
1965-04-01,60259.0,70633.0,31.0004,,,3178.8
1965-05-01,60491.0,71034.0,31.2424,,,3199.2
1965-06-01,60690.0,71025.0,31.4844,,,3208.7
1965-07-01,60965.0,71460.0,31.7801,,,3230.4
1965-08-01,61228.0,71362.0,31.9145,,,3247.6
1965-09-01,61490.0,71286.0,31.9952,,,3268.7
1965-10-01,61719.0,71695.0,32.3179,,,3305.3
1965-11-01,61996.0,71724.0,32.4523,,,3328.6
1965-12-01,62322.0,72062.0,32.8556,,,3346.5
1966-01-01,62529.0,72198.0,33.1782,,,3353.6
1966-02-01,62796.0,72134.0,33.3933,,,3370.7
1966-03-01,63192.0,72188.0,33.8504,,,3389.3
